       instance    k  n_red    m_red      n        m  heu_timelimit  exact_timelimit  do_confirm_crit  confirm_timelimit    R  reltg_size  do_heu    ss  ss_gen_1st  ss_fin_1st  chroma_k_early  chroma_k  crit_early  crit    edges           time             time_pp  time_confirm_chroma  time_confirm_crit               time_color  iter            ttb  itb  max_iter_diff              ss_fin_avg              ss_gen_avg  ss_gen_best  num_size_att  heu_mistakes  num_pp         avg_pp_reduced        avg_pp_skipped  calls_to_coloring  num_gen_subsets  infeas  clique_start  color_not_ok  seed
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22  300.005447561   7.035913149000002              5.5e-08           9.13e-07        9.675494793999956   180    4.920323506    1              1    0.042654530059271806     0.04728513971210838            9           361             0     179     0.9776536312849162     5.910614525139665              38511            37792       0             4             0     6
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22  300.002644338   6.706548596999999              5.5e-08           3.13e-07         9.64225606099989   177    6.149493424    1              1     0.04193565456662081     0.04645994285109535            9           355             0     176     0.9715909090909091     5.994318181818182              38487            37796       0             4             0     7
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22  300.000572468   7.188399214000001              5.5e-08           1.04e-06        9.664080313999998   176    6.108285437    1              1    0.041852560016995964     0.04631400042489909            9           353             0     175                   0.96     5.588571428571429              38412            37656       0             4             0     8
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     8          52          10               1         1           1     1       18  300.000446417   7.036211458000001              6.5e-08            6.8e-08         9.66890360199998   180  300.000429598  179            178    0.042565566835871406     0.04727157360406092            9           361             0     179      0.994413407821229     5.854748603351955              38562            37824       0             4             0     9
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22  300.004690285   6.994730613000001             1.41e-07           5.56e-07        9.721512946000088   179    6.802306237    1              1     0.04227320675105485     0.04688818565400844            9           359             0     178     0.9831460674157303     5.932584269662922              38632            37920       0             4             0    10
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1                300  200        1.08       0    19         212          26               1         1           1     1       75  300.003798679  21.573621647999996             3.83e-07           5.99e-07       14.236951579999928   132   12.990085943    1              1     0.07466483121857792     0.10093966961934403           24           272             0     131      6.702290076335878     6.114503816793893              35963            33416       0             4             0     1
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1                300  200        1.08       0    19         212          26               1         1           1     1       75  300.000595115  21.750139559000004              5.6e-08           5.56e-07       13.309309760999898   141   11.400415919    1              1     0.07532156404186749     0.10190229016342013           24           288             0     139      6.705035971223022     6.251798561151079              37767            35063       0             4             0     2
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1                300  200        1.08       0    19         212          26               1         1           1     1       75  300.000601289  21.164198752000008             1.81e-06           1.53e-07       13.386843667000058   137   10.943220792    1              1     0.07462772545292203      0.1009821711454823           24           281             0     136      6.727941176470588     6.227941176470588              37352            34719       0             4             0     3
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1                300  200        1.08       0    19         212          26               1         1           1     1       75  300.001070863        21.918345591              6.1e-08           2.23e-07       13.456553473999913   140   11.818160872    1              1     0.07567876536153187     0.10248642469276936           24           287             0     139      6.748201438848921     6.223021582733813              37685            34990       0             4             0     4
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1                300  200        1.08       0    19         212          24               1         1           1     1       75  300.002958989   9.101052787999999             1.37e-07           3.29e-07        13.02073231000015   157   11.304259166    1              1    0.030887498966742897     0.04105474884964043           23           221             0      59      6.254237288135593     6.203389830508475              37417            36293       0             4             0     5
    2-FullIns_4    6    212     1621    212     1621            0.5                1                1                300  200        1.08       0    19         212          25               1         1           1     1       75  300.001319034  21.874802501999994              5.4e-08           5.14e-07       13.412030073999972   140   11.381916245    1              1     0.07593484744207386     0.10248910300527644           24           284             0     139      6.661870503597123     6.287769784172662              37546            34872       0             4             0     6
